ID,Essayset,min_score,max_score,score_1,score_2,score_3,score_4,score_5,clarity,coherent,EssayText
6562,3.0,0,2,1,1,0.5,0.5,1.0,average,worst,panda bear koala bear similar booth eat thing grown exclusively live different python eat almost anything like python
6563,3.0,0,2,0,0,0.0,0.0,0.0,average,worst,panda china similar koala australia specialist difference panda eats almost nothing bamboo koala eats eucalyptus leaf almost exclusively python different panda koala wild life animal
6566,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,china panda similar koala australia author state paragraph specialist differ python generalist like human able adapt different environment
6567,3.0,0,2,0,1,1.0,1.0,1.0,worst,worst,panda koala bear specialist panda eat almost anything bamboo koala mostly eats eucalyptus
6568,3.0,0,2,2,2,2.0,2.0,2.0,excellent,average,author describes panda koala bear specialist python generalist panda koala eat one food exclusively panda eat bamboo koala bear eat eucalyptus python however eat nearly anything capable surviving one place panda koala bear must remain get right food
6569,3.0,0,2,2,2,2.0,1.0,2.0,average,average,panda china similar koala australia specialist two animal rely single specie food sorce survive different python animal generalist meaning change food source travel different envroments
6570,3.0,0,2,1,1,0.5,1.0,1.0,average,worst,panda china koala australia similar eat exclusively eat one thing panda eat bamboo koala eat eucalyptus leaf differ python python eat one thing lot
6572,3.0,0,2,1,0,0.0,0.5,0.5,worst,worst,panda china similar koala australia panda almost eat nothing bamboo australia koala bear eats eucalyptus leaf time two main food eat
6573,3.0,0,2,0,0,0.0,0.0,0.0,worst,worst,panda koala bear alike sound look scary reality article state panda eat bamboo koala bear eat eucalyptus leaf showing theyre meat eater unlike python
6574,3.0,0,2,1,1,1.0,0.5,1.5,worst,excellent,panda china similar koala australia leave almost exclusievly article state specialist china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively python live anywhere florida antartica outer space
6575,3.0,0,2,1,0,0.0,1.0,0.0,worst,worst,panda china eats bamboo koala bear australia eats eucalyptus leaf also preffreness certain environment survive snake peffers climate like asian homeland
6576,3.0,0,2,0,0,0.0,1.0,0.0,average,worst,panda koala herbivoures eat plant survive python kill many different specie causing problem unlike panda koala
6578,3.0,0,2,1,1,0.5,0.5,1.0,average,worst,china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively different python python generalist live almost anywhere adapt
6579,3.0,0,2,0,0,0.5,0.0,0.0,worst,worst,panda koala different specialist china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively
6580,3.0,0,2,1,1,1.5,1.0,1.0,average,worst,panda china koala australia similar eat one thing hey different python python eat going extinct
6581,3.0,0,2,2,2,1.5,1.0,2.0,average,excellent,panda china koala australia similar strict diet restrains leaving natural habitat make specialist different python generalist python found live variety climate due broader acceptable food range also python well around human allowing live pet
6582,3.0,0,2,0,1,1.0,1.0,1.0,worst,worst,panda china similar koala australia mainly eat one food panda eat bamboo koala eat eucalyptus different python mammal cute fuzzy cuddely
6583,3.0,0,2,2,2,2.0,1.0,1.0,worst,worst,panda china similar koala australia specialist eat specific thing panda eat bamboo koala eat eucalyptus leaf hand python also known generalist eats anything adapt put panda somewhere bamboo would probably die put python anywhere would probably survive
6584,3.0,0,2,2,2,2.0,1.0,1.0,average,worst,panda china similar koala australia specialist china panda exclusively eats bamboo australia koala exclusively eats eucalyptus leaf two animal different python python generalist live almost anywhere adapt eating type food
6585,3.0,0,2,0,1,1.0,1.0,1.0,average,worst,sentin bear specialist china panda eat almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively
6586,3.0,0,2,1,0,0.5,1.0,0.0,average,worst,panda similar koala almost nothing panda eat bamboo koala eat eucalyptus python eat almost anything
6587,3.0,0,2,1,1,1.5,1.0,1.0,worst,worst,panda china similar koala australia eat one thing however python different eat anything one person even witnessed python swallowing alligator example show clearly consume anything
6589,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china koala australia actually quite similar diet perspective panda eat almost nothing bamboo whereas koala eat eucalyptus leaf exclusivly show specific food diet different python python tend eat anything swallow
6591,3.0,0,2,1,2,2.0,2.0,1.5,excellent,average,panda china similar koala australia eat almost nothing bamboo panda eucalyptus koala different python live anywhere eat anything unlike specialist panda koala
6592,3.0,0,2,1,1,1.0,1.0,0.5,average,worst,similar eat one type food differ python python attack try eat anything
6593,3.0,0,2,1,0,0.5,0.0,0.5,worst,worst,panda china similar koala australia panda china eat almost nothing bamboo australia koala bear eats eucalyptus also plant bamboo like wood little bit thinner say still coming tree similar
6594,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda china similar koala australia eat plant different python eat animal attempt like python might panda eat bamboo koala eat eucalyptus leave plant python even attempt eat alligator seen picture
6595,3.0,0,2,1,1,0.5,1.0,1.0,worst,worst,china panda australia koala alike eat plant china panda australia koala different python python eat living animal story say key large would rot one specimen tagged radio transmitter tracked way belly python
6596,3.0,0,2,1,1,1.0,1.0,0.5,average,worst,panda china eat nothing bamboo koala australia eat eucalyptus leaf almost exclusively two animal eat thing made climate snake eat thing supposed aligitors invasion
6598,3.0,0,2,1,1,1.0,0.5,1.5,average,excellent,panda china koala australia similar one reason different python reason article explains china panda eats almost nothing bamboo australia koala bear eat eucalyptus leaf almost exclusively quote show china panda australia koala bear similar mostly eat one thing make different python python eats wide range thins
6599,3.0,0,2,1,2,2.0,1.0,1.5,worst,average,china panda similar australia koala animal eat plant article state panda bear eats almost nothing bamboo koala bear eats eucalyptus leaf exclusively clearly state difference animal python python carnivors eat meat story say animal rat becoming extinct python even tried eat crocodile different kind bear rely plant instead meat
6600,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china koala australia similar specialist type animal generalist python different python likely harmful rather panda koala python eat anything koala panda eat nothing
6601,3.0,0,2,0,0,1.0,1.0,0.0,average,worst,panda koala similar fur eat thing related tree animal totaly different eat meat walk around
6602,3.0,0,2,0,0,0.5,0.5,0.0,worst,worst,chinese panda australian koala similar potentially harmless vegetarian python however sarict carnivors harmful vicious
6603,3.0,0,2,1,1,1.0,0.5,1.0,average,worst,china panda like australia koala picky eater panda eats almost nothing bamboo koala eats eucalyptus leaf almost exclusively two animal different python python live almost anywhere panda koala
6604,3.0,0,2,0,0,0.5,0.0,0.0,worst,worst,panda china similar koala australia harmless creature panda eat almost nothing bamboo koala bear eat eucalyptus leaf almost exclusively different python eat scare people python eats human get chance panda koala harmless python harmful
6605,3.0,0,2,1,2,2.0,1.0,2.0,worst,average,panda china koala australia similar eat one specific thing differ python python eat wide array different animal picky like koala panda know article say panda china eat almost bamboo koala eat exclusively eucalyptus leaf ment thing python eating different animal way rat alligator
6606,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,china panda australia koala similar eat plant stated article panda eat bamboo koala bear eats eucalyptus leaf however animal buite different python panda koala bear specialist python generalist
6607,3.0,0,2,0,0,0.0,0.0,0.0,worst,worst,panda china similar koala australia specialist animal different panda eat almost nothing bamboo koala eat eat eucalyptus leaf almost exclusively
6608,3.0,0,2,0,0,0.0,1.0,0.0,average,worst,panda china similar koala australia well around human panda eat nothing bamboo koala eat eucalyptus leaf almost exclusively two creature different python stated article python swallowed alligator exploded python asia inhabit climate similar third mean python deadly
6609,3.0,0,2,1,1,1.0,0.5,0.5,average,worst,similarity panda australia koala bear specialist difference python eat bamboo eucalyptus python carnivore
6611,3.0,0,2,2,1,1.0,1.0,1.0,worst,worst,panda china similar similar koala australia rely habitat really leave environment china panda eats almost nothing bamboo australia koala eats eucalyptus leaf exclusively python adapt different environment eat variety thing panda koala
6612,3.0,0,2,1,1,1.5,1.5,1.0,excellent,worst,panda china koala australia similar specialist mammal exclusive eater single specific plant bamboo eucalyptus different python python generalist eats many thing python invasive specie
6613,3.0,0,2,1,1,1.0,0.5,1.0,average,worst,panda china koala australia specialist mean cant adapt well panda china eats almost nothing bamboo koala australia eats eucalyptus leaf almost exclusively differs python python adapts live almost anywhere best around human
6614,3.0,0,2,2,2,1.5,2.0,2.0,excellent,above_average,like article panda china koala australia differ python many way panda koala specialized specie live certain area eat certain food python eat thing live practically anywhere generalized
6615,3.0,0,2,1,1,1.5,1.0,0.5,average,worst,panda koala specialist specie meaning live specific condition certain food source hand python generalist specie live wider variety condition allowing thrive
6616,3.0,0,2,1,1,1.0,1.0,0.5,worst,worst,panda china koala australia similar generalist panda eat almost nothing bamboo koala eat eucalyptus leaf almost exclusively python contrast generalist mainly mean live anywhere almost anywhere cold climate deadly python
6617,3.0,0,2,1,2,1.0,1.0,1.5,average,above_average,china panda bear eat almost nothing bamboo australia koala eat eucalyptus plant two animal similar eat plant specialist list python listed generalist also eat insect according article
6619,3.0,0,2,2,2,2.0,2.0,2.0,above_average,excellent,panda china similar koala australia specialist relies specific food source would able survive place world article state china panda eats almost nothing bamboo australia koala eats eucalyptus leaf almost exclusively show animal could live anywhere contrast python generalist live anywhere organism becoming abundant compared specialist favor change
6620,3.0,0,2,1,1,1.0,1.5,1.0,excellent,worst,panda china similar koala australia specialist specie panda exclusively snack bamboo koala eucalyptus leaf specialist different generalist python python easily adapt change
6621,3.0,0,2,0,0,1.0,1.0,0.0,worst,worst,panda koala astralia similar bear
6622,3.0,0,2,1,1,1.0,1.5,1.0,excellent,worst,panda koala similar stick one type food bamboo eucalyptus leaf python different eat numerous thing example one tryed eat alligator
6623,3.0,0,2,0,0,0.5,1.0,1.0,average,worst,panda koala bear panda eat nothing bamboo koala eats eucalyptus leaf almost exclusively also panda koala different python see python eat human
6624,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china similar koala australia specie eat one food source panda eats bamboo koala eats eucalyptus leaf specie differ python however python eat almost kind meat
6625,3.0,0,2,1,2,1.0,2.0,2.0,above_average,average,chinese panda australia koala similar call specialist specie specialist live one habitat demonstrated panda koala exclusive diet bamboo eucalyptus leaf exclusively differs python generalist specie coasive variety location
6626,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda china similar koala australia eat almost nothing bamboo eucalyptus leaf like food differ python python eat almost everything sight leaf tree etc
6628,3.0,0,2,1,1,1.5,0.5,1.0,average,worst,panda koala mostly eat one thing python try eat almost anything stated article python ate alligator
6629,3.0,0,2,2,2,2.0,2.0,2.0,excellent,average,panda koala similar depend entirely location survive food source live different python python live pretty much anywhere article say python lived tourist car due tried eat alligator actually survive
6630,3.0,0,2,1,2,2.0,1.0,2.0,worst,average,panda china hoalas australia diffrent python python adapt eating anything panda adapted bamboo koala eucalyptus leaf python swalloed allgator reptile find food source anywhere
6631,3.0,0,2,0,1,1.0,0.5,1.0,worst,worst,panda koala bear specialist specie specie harm animal invasive specie article display author writes specialist china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf achenbach specie different python show risk invasive degrading specie
6632,3.0,0,2,1,1,1.0,1.5,1.0,above_average,worst,panda china similar koala bear australia specialist stated article pand almost eats nothing bamboo koala eats eukolyptus plant almost exclusively python hand generalist eats another animal
6633,3.0,0,2,1,1,0.5,1.0,0.5,average,worst,panda china similar koala australia specialist specie eat thing throughout life different python python stable article state favor generalist chang favor specialist stability author mean python adapt evorment panda stable eviorment
6634,3.0,0,2,0,0,1.0,1.0,0.0,worst,worst,different article paragraph thy said china panda almost eats nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively
6635,3.0,0,2,0,1,1.0,1.0,1.0,average,worst,panda china koala australia eat leave bamboo nonstop different python snake eat meat walk jungle ad python moving bamboo rod eat leaf ad python eat meat
6636,3.0,0,2,1,1,0.5,1.0,1.5,worst,average,panda similar koala herbivore meaning eat meat eat tree leave know paragraph say panda eat almost nothing bamboo koala eat eucalyptus leaf almost exclusively panda koala different python python carnivore eat meat also panda koala mammal python reptile
6637,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda china similar kaolas australia eat plant like bamboo eucalyptus leaf different python eat animal like rat microchip
6638,3.0,0,2,0,0,1.0,0.0,0.0,worst,worst,bear family like eat meat like python hunting food
6639,3.0,0,2,2,2,2.0,2.0,1.5,excellent,excellent,panda china similar koala australia specialist china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively live place need grown python however live anywhere potential food source agreeable climate python eat almost anything fit stomach panda koala
6640,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda china koala australia similar specialist specialist china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively quote support argument show animal classified specialist differ python generalist
6641,3.0,0,2,2,2,2.0,2.0,2.0,above_average,average,panda koala specialist require specific habitat live differently adapting habitat python hand able live survive many habitat restricted one food source like panda koala find way survive climate fit
6642,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda china similar koala australia different python specialist china panda eats almost nothing bamboo australia koala eats eucalyptus leaf almost exclusively
6643,3.0,0,2,1,1,1.0,0.5,1.0,worst,worst,panda koala bear exclusively eat one thing adapt one place python eat survive anywhere technology stated paragraph
6644,3.0,0,2,2,2,1.0,2.0,2.0,above_average,above_average,panda china koala australia specialist live one food source could live area chunge habitat would mean death different python python generalist adapt changing habitat quickly eat anything python already made change habitat everglades u
6645,3.0,0,2,2,2,2.0,2.0,2.0,excellent,excellent,koala panda similar specialist specie settled specific niche could survive elsewhere highly specific food source however differ python generalist specie able move easily adapt new habitat florida key gludes neither panda koala could would able adapt like python expanded food source include alligator
6646,3.0,0,2,1,1,1.0,1.0,0.5,average,worst,koala panda specialist panda eats nothing bamboo koala eats nothing eucalyptus leaf eat much one thing python hand generalist widespread thing eat likely survive koala panda live age favor generalist rather specialist
6647,3.0,0,2,1,2,1.5,2.0,2.0,above_average,above_average,panda china similar koala australia specialist meaning focused one thing life biggest similarity specialist diet panda different python python move adapt willingly given opportunity python encourage change generalist
6648,3.0,0,2,1,2,2.0,1.0,2.0,worst,above_average,panda china koala australia similar specialist specie eat hand full food panda bamboo koala eucalyptus leaf different snake snake generalist animal eat anything rat aligators
6649,3.0,0,2,0,0,0.0,0.0,0.0,average,worst,panda koala similar plant eater dont harm people python meat eater meal survive dont move anywhere cause unlike koala panda could live anywhere
6650,3.0,0,2,2,2,2.0,2.0,1.5,excellent,average,panda koala specialist animal specialist animal animal need specific enviroment survive example panda koala eat almost bamboo eucalyptus leaf respectively python generalist specie meaning thrive change potentially live anywhere humid florida arid lexas busy california even cold delaware
6651,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china koala australia similar eat one thing china panda eats bamboo australia koala eats eucalyptus leaf exclusively specialist different generalist generalist abundant specie often best around human
6652,3.0,0,2,1,1,1.5,1.0,1.0,worst,worst,china panda similar australia koala eat mostly eat one thing like bamboo eucalyptus called specialist generalist python adapt live florida antarctica
6653,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china similar koala australia specialist eat specific food order survive paragraph different python python generalist eats almost anything survive accident specie become abundant often best human around human
6654,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda koala bear rare animal diet basic consistent china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively quote explains rality come two animal
6655,3.0,0,2,0,0,0.0,0.0,0.0,average,worst,panda china similar koala australia animal used pet difference panda eats almost nothing bamboo koala eats eucalyptus leaf
6656,3.0,0,2,0,0,1.0,0.0,0.5,average,worst,panda china similar koala australia live florida antarctica different panda eat lot koala almost eat exclusively
6657,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda similar koala specialized animal eat one specific type food live many area besides normal habitat result animal different python specialist python generalist survive different area
6659,3.0,0,2,2,2,2.0,1.0,2.0,worst,average,panda china similar australia koala bear specialist specialist specie adapt change well according article panda koala live mainly one main food source two specie different python generalist python eat rat alligator live large variety climate unlike koala panda
6660,3.0,0,2,0,0,0.0,0.0,0.0,average,worst,get big different two bares kept pet panda koala mostly live outside like python article state python need yard
6661,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda koala eat one thing exclusively soon become extinct python different python eat anything extinct panda koala soon
6662,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china eats almost nothing bamboo australia koala beer eats eucalyptus leaf exclusively different python eat basically tree plant python eat meat
6664,3.0,0,2,0,0,0.0,0.0,1.0,worst,worst,different china panda koala australia china panda eats almost nothing bamboo australia koala eat brent eucalyptus leaf almost exclusively
6666,3.0,0,2,1,1,1.0,1.5,1.0,excellent,worst,panda similar koala live warm climate eat one thing lot different python eat almost anything said article python try swallow alligator two different animal act different
6667,3.0,0,2,2,2,2.0,2.0,1.5,excellent,excellent,panda china similar koala australia specialist meaning survive certain area panda eats almost nothing bamboo koala eats almost eucalyptus leaf python however different generalist handle change adapt making easy find food almost anywhere
6668,3.0,0,2,1,1,1.0,1.5,1.5,excellent,excellent,panda koala similar live one area basically eat one kind food python live couple place eats one type food
6669,3.0,0,2,2,1,0.5,1.0,1.0,worst,worst,panda koala similar specialist require type food live like bamboo eucalyptus leaf differ python python generalist shown paragraph adapt different food therefore survive many place specie quietly
6671,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda eats nothing bamboo koala eat nothing leaf basicly eat one thing thats similar different python story talk python eats different item
6672,3.0,0,2,1,1,0.5,1.0,1.5,average,above_average,panda china similar koala australia feed survive environment found specie currently living different python specialist whereas python generalist adapt different environment live specie originated
6673,3.0,0,2,1,1,0.5,1.0,1.0,average,worst,panda koala similar specialist really eat one type food unlike python eats variety python generalist
6675,3.0,0,2,2,2,2.0,1.5,1.0,above_average,worst,panda china kola australia similar specialist eat food china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively different python python live habitat eat anything python swallowed alligator
6676,3.0,0,2,0,0,1.0,0.0,0.0,average,worst,china panda australia koala similar eat eucalyptus leaf bother different python python eat generally traumatic thing happening python swallowed alligator
6678,3.0,0,2,0,0,0.5,0.0,1.0,worst,worst,panda similar koala part specialist specie differs two animal python acceptance human animal specialized specie human would much rather hug koala close panda rather go near python
6679,3.0,0,2,0,0,0.0,0.5,0.0,worst,worst,panda koala different python mainly china austraila python spreading everywhere
6681,3.0,0,2,1,1,1.0,1.5,1.0,excellent,worst,panda china koala australia specialist limited diet article say favor specialist stability python hand adapt easily eat almos meat make generalist
6682,3.0,0,2,1,1,1.0,1.5,1.0,above_average,worst,panda animal eats mostly nothing bamboo hand koala bear eats eucalyptus leaf almost exclusively python eats get well eat
6683,3.0,0,2,0,0,0.0,0.5,0.0,worst,worst,panda koala different eat different type plant panda eat nothing bamboo koala bear eat eucalyptus leaf
6684,3.0,0,2,2,1,1.0,1.0,0.5,average,worst,panda koala almost eat one type food said article specialist china panda eats almost nothing bamboo showing panda koala move another country need place eater food python different wherever go need meat rodent
6685,3.0,0,2,1,1,1.0,1.0,1.5,worst,excellent,panda koala similar specialist specie specialist china panda eats almost nothing bamboo australia koala bear python generalist live anywhere fine create home unlike panda koala
6686,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china similar koala bear australia need one type food source stay one place python migrate land gone deep dephals florida high delaware
6687,3.0,0,2,2,2,2.0,1.5,2.0,excellent,excellent,china panda australia koala similar defined specialist mean need live specific environment eat specific thing order survive opposed python generalist easily adapt environment survive article state world favor generalist rather specialist
6688,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,china panda similar australian koala eat one type food pand eats bamboo koala bear eats eucalyptus leaf almost time thats think similar
6689,3.0,0,2,1,1,1.0,1.0,1.5,worst,above_average,panda china similar koala australia mainly eat one type food different python eat different type food panda koala different python
6690,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china koala australia similar according article eat one thing exclusively bamboo panda eucalyptus leaf koala python imperiling five endangered specie florida key alone panda koala really posing threat animal human
6692,3.0,0,2,1,1,0.5,1.0,1.0,average,worst,panda china similar koala australia said similar go around eating everything found certain part world eat similarly two different article state assistance technology live anywhere panda koala
6693,3.0,0,2,0,0,0.0,0.0,0.0,worst,worst,panda china similar koala australia eat food supposed panda koala different python python eat anything python adapt different weather unlike panda koala
6694,3.0,0,2,1,1,0.5,1.0,1.0,worst,worst,panda koala similar eat one kind food specialist reason live limmited area food different python python live broader type climate generalist
6695,3.0,0,2,1,1,1.5,1.0,1.0,worst,worst,panda china similar koala australia eat certain thing like plant python eat living creature specialist china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively believe different panda koala harbivors python carnivors
6696,3.0,0,2,1,1,0.5,1.5,1.0,above_average,worst,said article panda koala specialist little variety diet tough time adapting surroundings china pand eats nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively python generalist basically eat whatever
6698,3.0,0,2,1,1,1.0,1.5,1.0,excellent,worst,koala panda live plant eucalyptus leaf bamboo python carnavores need meat eat anything dead alive
6699,3.0,0,2,2,2,2.0,1.5,2.0,above_average,average,panda china similar koala australia specialist panda koala survive anywhere panda eat almost bamboo koala eat almost eucalyptus leaf different python python generalist require specific type food mean place survive
6700,3.0,0,2,1,1,1.5,1.0,1.0,average,worst,panda similar koala animal need live wilderness due thing eat panda need eat bamboo koala need eat eucalyptus leaf panda koala different python python eat mainly anything keep rage unlike panda koala
6701,3.0,0,2,1,2,2.0,1.5,2.0,above_average,above_average,panda similar koala specialist animal easily moved around diet safely rely plant found abudance natural habitat hand python generalist moved almost anywhere quickly adapt
6702,3.0,0,2,1,0,0.0,0.0,1.0,average,worst,panda koala similar look alike different python panda koala bear eat meat eat bamboo eucalyptus leaf python eats meat like lion tiger
6703,3.0,0,2,1,1,0.5,0.5,1.0,worst,worst,panda koala similar specialist specie specialist specie certain type animal live certain part world different python python generalist specie mean live many different place macinnes co owner glade herp farm say favor generalist change favor specialist stability overall panda koala different python adapt change
6704,3.0,0,2,1,2,2.0,2.0,1.5,above_average,excellent,panda china similar koala australia different python eat one type food compared python eats everything alligator rat paragraph state koala eat eucalyptus leaf panda eat bamboo
6706,3.0,0,2,1,1,0.5,1.0,0.5,worst,worst,article s china panda eats almost nothing bamboo koala bear eats eucalyptus leaf comon specialist
6707,3.0,0,2,1,1,1.0,1.5,1.0,above_average,worst,panda china similar koala australia specialist animal eats specific kind food python however generalist animal live almost anywhere eat different kind food
6708,3.0,0,2,0,0,0.0,0.0,0.0,average,worst,panda china koala australia specialist different python according story python generalist animal
6709,3.0,0,2,2,2,1.5,2.0,2.0,excellent,average,panda koala specialist python generalist difference two like said article python adapt change environment like human therefore live place thrive unlike python panda koala need special type food survive moved would probably die
6710,3.0,0,2,1,2,2.0,2.0,2.0,above_average,excellent,panda china similar koala australia specialist specie mean live one two place world case lack variety diet two specie different python python versatile generalist specie live temparate hot area
6711,3.0,0,2,2,1,1.0,1.0,1.5,average,excellent,panda china similar koala australian specialist specie since eat specific food live specific part globe contrast python generalist specie adapt environment better panda koala according aticle live age favor generalist
6712,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda china similar koala australia one type food source panda bamboo koala leaf eucalyptus tree mammal unlike python many different food prey reptile
6713,3.0,0,2,1,1,1.5,1.0,1.0,average,worst,chinese panda australian koala little harm anything mostly eat plant python could eat animal python spread animal different area could go extinct tamie k say lizard snake culture le respected supported
6714,3.0,0,2,0,1,1.0,1.5,1.0,above_average,worst,panda china similar koala australia china panda eat nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively specialist python different generalist change specialist stability
6715,3.0,0,2,1,1,1.0,0.5,0.5,worst,worst,panda koala live certain area food eat found place python food source found anywhere moving animal capable living anywhere
6716,3.0,0,2,1,1,1.0,0.5,1.5,average,excellent,panda china koala australia similar specialist specie mean eat one food koala eating eucalyptus leaf panda eating bamboo different lizard generous specie meaning eat one thing like panda koala
6717,3.0,0,2,2,1,0.5,0.5,1.0,worst,worst,panda koala similar praceful animal strict climate need live along even stricter diet python different seen way adaptive new diet hence spreading across southern america
6718,3.0,0,2,1,1,1.0,1.5,1.0,above_average,worst,panda china koala australia similar specialist generalist python p assistant technology live anywhere p result panda china koala australia need certain living condition unlike python
6719,3.0,0,2,1,2,1.5,2.0,2.0,excellent,average,panda koala specialist python generalist favor generalist change favor specialist stability justs state difference panda koala need stable environment stable food python prefers environment always changing
6720,3.0,0,2,1,1,0.5,0.5,1.0,average,worst,panda china koala australia harmless environment live eat leaf bamboo however python invading everglades threat wipe endangered specie like key large wood rat whose radio transmitter found stomach python
6721,3.0,0,2,1,1,0.5,1.5,1.0,above_average,worst,panda china similar koala australia eat thing tree different python say article specialist china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively
6722,3.0,0,2,2,1,1.0,1.0,1.0,average,worst,panda koala specialist extremely particular eat panda almost eat eucalyptus leaf panda koala differ python adapt eating habit easily eat range thing
6723,3.0,0,2,0,0,1.0,0.0,0.0,worst,worst,well panda koala lazy peaceful going instent different python eat meat poisonose look diffferent harmful
6724,3.0,0,2,0,0,0.0,0.0,0.5,worst,worst,china panda australia koala bear similar bear different python generalist arguribly human also live anywhere stated text china panda australia koala live
6725,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda china similar koala australin one really think taken pet python different python eat nothing one type food python eat variety
6726,3.0,0,2,1,2,1.0,2.0,1.0,above_average,worst,panda china similar koala specialist need certain thing survive python generalist need le specific thing survive live age favor generalist rather specialist python different adopt
6727,3.0,0,2,1,1,1.0,1.5,0.5,above_average,worst,china panda eats bamboo travel around eating animal australia koala bear eat eucalyptus leaf harm human hurt animal animal harmful survive easy material python hand eat reptile example python swallowed alligator wide blew disturbing python nothing like panda koala bear
6728,3.0,0,2,2,2,2.0,2.0,2.0,above_average,above_average,panda china similar koala australia specialist meaning eat certain kind food also mean live certain place animal different python python generalist meaning eat wide variety thing therefore survive pretty much anywhere
6729,3.0,0,2,1,1,1.0,0.5,1.0,average,worst,panda koala vegetarian panda eat bamboo koala eat eucalyptus leaf python vegetarian eat meat kill pray strangling putting venom
6730,3.0,0,2,0,0,0.0,0.0,0.0,worst,worst,panda china similar koala australia panda eats almost nothing bamboo australia kola bear eats eucalyptus leaf almost exclusively
6731,3.0,0,2,2,2,1.5,2.0,1.0,above_average,worst,panda china koala australia specialist live almost exclusively one place eat almost one type food bamboo eucalyptus leaf respectively specialist animal differ python python generalist capable living many place eating many food
6733,3.0,0,2,1,1,1.0,1.0,1.0,worst,worst,panda koala similar specialist explained paragraph live certain region area china australia different python python generalist like raccoon cockroach see anywhere around world
6734,3.0,0,2,2,2,2.0,2.0,2.0,above_average,excellent,panda china similar koala australia specialist chinese panda eats almost nothing bamboo koala eats eucalyptus leaf almost exclusively show animal live one place python hand generalist affected depending different climate panda koala live without specialist
6735,3.0,0,2,1,1,1.0,0.5,1.0,worst,worst,panda koala similar eating inhibited plant text say china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively pagh panda koala different python also eating habitat
6736,3.0,0,2,0,0,1.0,0.0,1.0,worst,worst,panda china similar koala australia unlike specialist two animal adapted environment live nowhere else besides certain location
6737,3.0,0,2,0,0,0.0,1.0,0.0,average,worst,panda china koala australia differ python eat plant unlike python reckless biting owner anyother human may seem like threat
6738,3.0,0,2,2,2,1.5,2.0,2.0,excellent,excellent,panda china similar koala according article specialist panda eats bamboo koala eats eucalyptus leaf eat sort leaf plant hand theyre different python python generalist live almost anywhere panda koala cant need stay know get bamboo eucalyptus leaf
6739,3.0,0,2,1,0,0.0,0.0,0.0,average,worst,china panda australia koala similar eat plant china panda australia koala different python python spread harmful environment live python wipe whole specie panda koala harmless
6740,3.0,0,2,1,1,1.5,1.0,1.0,average,worst,author say article china panda eats almost nothing bamboo australia koala bear eats eucalyptus leaf almost exclusively different python python python eat almost every thing live certain area
6742,3.0,0,2,2,2,2.0,1.0,1.0,average,worst,panda china similar koala australia considered specialist eat singular plant panda eats bamboo koala eats eucalyptus leaf different python python considered generalist eats multiple thing rat alligator literally anything get mouth
6743,3.0,0,2,1,1,1.0,1.0,1.0,average,worst,panda koala bear similar specialist different python specialist python generalist generalist rarboon python cockroach white tailed deer specialist china panda witch eats almost nothing bamboo australia koala bear witch eats eucalyptus leaf almost exclusively
